Tweets,Label
@ousbou3fisa3a 2alla yse3ed chou biyefham,Neuroticism 
7aram patchi w alfa m3atren anja2 betal3o 2-3 millions profit a year,Neuroticism
 ehhhhhhhhh ma heikkkkk chou ha tetsalehhh bi cha3ratik mahroutin 3al sa2ef bel jeux de lumiere,Openness
@Gebran_Bassil Dakheel ijrek maba2a t2adim shi inta. Shfna kl shi shtaghalto lawen wasalna. Rte7 habibi nhna mn adim 3anak,Neuroticism
House logic be like : Hayda el cha5es chaklo merte7 bel nawme 5allina nbalich ndoj w neze3jo 7atta yfi2,Agreeableness
Habbet kif bye2tlo. #law #law,Openness
#typicalLebaneseFather Dad:joanna 7ej tekle btonsa7e W kel ma yjib akel baddo yta3mine bl ouwe #typicalLebaneseFather,Extraversion
Benet jirana 3emra 16 lyom khetbeta lol . . . . Khayfeh t3anis ma fhemet chou sayir 3layoun lbanet,Neuroticism
Tkheyalo yeje boukra principe de detergence ya3ne hayda li na2is,Openness
W ana ble2e tissue musta3male,Extraversion
Li helo b beitchabeb ano fi 16 knise bas li ahla bkouno noson fadyin w 3al a3yed bte3jo2,Neuroticism
@tatianakarakeli @carelrizkallah hahah shu helo ðŸ˜… tkhena2o ba3d,Neuroticism
Sa2ta men awal yom.. Helo,Neuroticism
Sar 2was be adonis ! Helo action bel hay,Neuroticism
Helo ktir na7esna ba3ed ðŸ˜°,Neuroticism
Bye3jebne Hayda yalle 7odir 50 Shades of Grey bass ma byo7dar Mia khalifa l2eno 7aram,Neuroticism
Ktir bhb bass ybahdelne khaye ðŸ˜¹ðŸ˜¹ðŸ˜¹ðŸ˜¹,Openness
@LaraBouMoussa aslan fi parts manne ktir fehmeton :/ bass yalla ... 3am net3allam chinese ... Baddik ahla men hek??!:p,Openness
Bas enno seriously ana ele yawmen betkhayyal keef l ahadees 3am tejre bayneton 3al whatsapp group tahdeedan Hariri: ya shabeb ba3ref badna nesro2 kellna badna nesro2 hayda mettef2een 3le kellna bas afarouna wled l haram halla2 shu badna na3mel,Neuroticism
Sociologic w physic w maths w helo hal sabah :) ,Neuroticism
Ma3ke alef? 3tine alef Ya habibe law ma3e alef ma kenet benzal happy hour,Neuroticism
@LaraAtat akidddd kel leil 3am bi fakir bi hakeh marwan charbel li bi fout bel aleb,Extraversion
"Ahla shi bass yed3ouna ""li dabt l nafs"" w ""tajannoub l fetna"". Merci ya3ne 3melto sheghelkoun ktir mnih",Conscientiousness 
@FawazMay eno ma byitla3le bonjour?????ahl ljnoub kerama wala chou??????,Neuroticism
math w englize tmrw helo kteerðŸ‘ŒðŸ˜­ ,Neuroticism
Se3a 3 ma ba3refak...3anjad 3am tehkune fb chat ?,Conscientiousness 
awlkon byaarfo shou yaane حكومة تصريف أعمال? bshekk bl mawdou3.,Neuroticism
Ana hesis rah trouh 3layna ana heik sheyif...maximum khalas iza ma meshe hal l balad men hejir men3ish b balad yalle 3eyshin fi l 3awniye balad akho maniouke shaklo ma baerf wein bas balad ktiir helo,Openness
@AmmarFadlallah @HadyDoughman 3ayb 3lek ya sayid..zolom hayda biseer :P,Extraversion
Sa2ta men awal yom.. Helo,Neuroticism
Man2oushe jebne be 100000LL #HelloHyperinflation #HelloHyperinflation,Neuroticism
A7la chi wa2ta ytalet telephone.... Chou mnonbosit :p,Extraversion
Ba3ed fi sette ma 3emlet make up tutorial,Openness
ma tezaalo bas hada ghayre mesh eder yesmaa sot ariana ba2a? besmaa sawta aktar men sot emme w emme ktir bet ne2,Extraversion
Helo l hobb bess mch helo l habal ,Neuroticism
@kamilKfoury yeah yom ktir helo bukra :p ,Extraversion
@Ritarouhana helo ktir. Eza badkoun tejo kelkoun ouloula la nawal tjebelna van akbar :P. Ba3doun 3am bi rouho bel van li bi se3 nos wahad?,Extraversion
Bassam bte7lam feyon lal syesye bel leil as a nightmare? :),Extraversion
4.15 - 7.20 Home sweet home.. #TrafficJam Bi 2oulo tjanabo lebnen lech fi a7la men lebnen? #TrafficJam,Extraversion
dakhilik ana natra el apocalypse la ekhlas men hmoume ,Openness
@tamareldahr @BobBakour el cnxn ktir bati2a badde shi 4 snin la ohdaro kello,Extraversion
@vanessabyounes @adelkaram9 chou halll hadeyaaa li ha2oun 20 000 ll majaleh 5000 ll w cd 1000 ll w 3elbet barazi2 16 000ll la2 bas mkalaf,Neuroticism
Chou helo hal balad moukhayamet w sle7 w 3adeh :p,Neuroticism
@Charbelonsky @JuniiiR eza tom ford tole3 ma3ak hek c grave :p,Extraversion
Ohhh lalala chu hayda kino lizim ybusukon lol ,Extraversion
Hayde me3de ha? Hayda kiss nailon!,Openness
Ana lezim arrir b asra3 wa2et chou bade etkhasas aw jem3a. Bass la chouu,Conscientiousness 
“@alainabouarra: Kholsit kholsit ossetna kanet ossa helwi ktir byebye byebye byebye ya helwin HEKME 💚💚”,Agreeableness
Woah kenet nkhabaset... le ma meshe asra3 w khabasneðŸ˜³ðŸ˜¡,Neuroticism
Kif bet oulo la hada btari2a mhazabe eno sar hake ktir la daraje tawashne,Neuroticism
@Monier_Heghazy helo ketirðŸ‘ ,Agreeableness
Ktir bteje mezeej enta😁.,Extraversion
La ytamnouk enno fi ghala bl da2,Neutral
Eza btekhde soura w mkhabeye wejjek bi telephonek w hada allek pretty 3am yedahak 3alayke...,Neuroticism
@marieroseosta @Change Yl3n shaklik S2ltik kif 😂 Gebran 3ndo nes sawatetlo just so you know 😜,Neuroticism
Mich eno w3it lse3a 6 wbel 3ade bou3a lse3a 7 40 helo hek eh? coffee w osas lsebeh. LA2,Neuroticism
@jadbadine: Hayda ghadab allah 3ala l 3alam teta is that you?,Openness
Ktir beye5 l balad lama tkon l ter2at maftou7a bi shu iran a7san mena,Neuroticism
@SamanthaD17 la2 wlo! Helo ykoun min lebnen haram truh l zine li 3al tor2at di3an.,Extraversion
Bta3erfo chou ahla chi? Eno mom bs tou3a bteje bet sakkir beb l ouda w bta3moul hoover aw hayala chi,Conscientiousness 
OMG BADDAK TETJAWAZNE ? PAPI MHANDIS W MAAE MASARE KTIR Eza FEKRIK ana bensa chy gholtane ,Openness
â€œ@melissahabchy: @karltabet1 chefeetttt :(( haydik el jom3a rekbte halla2 2ide Im dyingâ€hayda alla ðŸ˜,Neuroticism
7elwe l3aj2a ..... eh bass ktir hal2ad@@@,Neuroticism
@Kalamennas fina na3mol ktir echya Bs dawletna ta3bene ktir ....,Neuroticism
@RayaneHakki ana nawre chou fike ta3mle :/,Neuroticism
ma tezaalo bas hada ghayre mesh eder yesmaa sot ariana ba2a? besmaa sawta aktar men sot emme w emme ktir bet ne2,Neuroticism
Li b de2 l beb b le2e l jaweb. Ma assar fike.,Agreeableness
Clip clip ta3 dess chouf chou ne3im,Extraversion
Akid mish joker 7alabouuu,Neuroticism
Shu hayda yale 2baliii wegik wala amar l leeeellllll?,Extraversion
Chou kamm 3eres bel tankee?!!! :o,Neuroticism
Helo ktir eza finals aa respondus ana jeye tabshe aa wejje.. Chou bade aamol,Neuroticism
7AYETE KEZBE MA T5ALLINE ERJA3 BALLISH BEKE,Neuroticism
Lama es7aaa men nawmmm Nadafe kel yawmmm Ma bensiya chou ma sar,Conscientiousness 
3an jadd chou alabte 90 daraje,Openness
Kelshi b wa2to helo ✌,Agreeableness
Chou khass tozz bmarhaba? ,Neuroticism
@TerrAyoun @Gebran_Bassil lesh n7na badna nsta2bel wnt7amal 3ala 7sebna aktar men ta2tna wbel e5er ele awaynhon byt3anona bdahrna,Neuroticism
Waylon li oummaten la tarfa3ou sawtaha ella fi janaza wala taftakhirou ella bel kharab - Gebran Khalil Gebran.,Openness
Nshala t2t3 3a kheir,Agreeableness
Chatrin tehko bl wirate bs ya sadi2e ra2is lhezeb bl kataeb byetsawat. Cheikh samy elo 25 sene bl kataeb w toli3 chwe chwe. Heyda hezeb t3azab ktir nhat bl freezer mnel 90 lal 2005 reji3 kamen nhat bl freezer la halla2. Eja jil jdid 3am yehke la masla7etna w ento jeyin t3etbo.,Conscientiousness 
Dakhlak HezbAllah chou bte3tebera milichia aw chou?,Openness
Hayda mfakar Sayyid l masi7 mtl Sayyid 7asan ðŸ˜‚ðŸ˜‚,Extraversion
@eyadnakad 2-hayda el tefkir li 3am yjer el balad la fetan mazhabiye w 3ayb nda7ek a3de2 3layna,Conscientiousness 
Lk badi a3ref li 7eko 3a set najwa la2na 7ata salib ra7o 7esabo w rej3o w tol3o mn ahel l jani lk feye a3ref chou hayda takhalof allah wa7ad,Neuroticism
@faditarabay88 @sarah09998 @LBFJPA @wef @Gebran_Bassil La abadan bas t7alafna ma3 hizb alla w fawatnahon bil7okomeh layser el General ra’ees... 3an jad ino sho el mshkleh?,Conscientiousness 
Ma3ke ha2 ana ma3ke bs ala cheikh samy 3aylti pierre ba3don wled badon yet3alamo w yekbaro bs 3aylit cheikh bachir 3aleyon hene yekhdo ll arar w sad2ine fi ktir 3alam by2bado mtl general aoun ma3ash jesh w ma3ash ra2is jumhuriye gher ma3ash ex neyib,Conscientiousness 
Deghre iza ken shi3e sar mentisib lal hezeb? Waw shu badkon fat khebez ba3ed..,Openness
Wa2ef habal 5haye pls W 7ata wle men jam3tna ywa2fo habal 3a ja3ja3 w jonblat mbe5htlef bel eshya el s8her mnetjme3 bel eshya el kbere enta me2tne3 eno el harriri sara2 ? Keef lakan 5heser hal 2ad masare ?,Openness
Tb leh l guys li b saffe ktir wled ,Neuroticism
"@JoanneSayssa nawre: ""sabaho ya helo"" jana : "" joanne run :| "" ",Extraversion
@marwan_masre sheyef el chabah moukhif ka2ina hye w  hssein el deik twins ðŸ™„ðŸ¤£ðŸ¤¦â€â™€ï¸,Openness
Hayda mehen ya habibte,Neuroticism
@ahmadabdallah88 hayda dalil edde ahrinak :p,Neuroticism
@MouhamadNahle lol ktir hek habal walaw,Neuroticism
@Simon_993 Mch hk Ya simon bas 3anjad he chab beche3 kif b oulo 3anno 7elo?,Neuroticism
@rodolphbourgi hahahhahha hayde ktir bte7keðŸ˜‚ðŸ˜‚,Extraversion
@marwan_fd @Khalilsaad7 Se3den temo ad mgharit Jeita w mankhouro mtl kwe3 arayya,Openness
@AmaniEzzeddine laaaa hayda esmo jahal:P,Conscientiousness 
hloff eno enta scientifique w bta3nel recherche hadret l neyeb li ma ba3ref esmak?! HAHAHHAHAHHAHA,Neuroticism
omg please ma bsaddi2 fi nes ma3e bl grp 3am ta3mil psychology,Neuroticism
@Samaar_hw @RalphSlt hayda huwe zeto bi 7adis lbalad bss bija33ir aktar,Extraversion
@HusseinAlameh @_mayarr @KRHamzeh Mayar kharabet bet twitter bhal soura enta,Openness
Chaklo 3eyich 3a gher kawkab hayda...,Openness
Lea ktir pedophile 😂 ,Openness
@AliJMansour @BoshraTweets mafi majel lal mu2araneh haydak dress bikel me3na lkelmeh hayda charchaf ma3 berdeye lezim tnedeh bayadat lal be3,Neuroticism
7asis 3youn nancy ajram ra7 yekhtefo ðŸ˜,Neuroticism
Shu hal hmar hayda ,Neuroticism
@cherif_allam hottellak chi soura m3atmeh aktar,Extraversion
donald trump? donald duck b zyede aa raebtak w ktir kamen,Neuroticism
@MarcRashed4 enta ktir sa2il,Neuroticism
Chou hatta khasseh 3a rasa,Neuroticism
liom bel madrasse 3 achkhass aloule enne nas7a w lezem enteher,Neuroticism
Ktir habile ente ,Neuroticism
3am tehke 3anak ya bro ðŸ˜‚ðŸ˜‚ @Gebran_Bassil,Openness
@StaracArabia lech w chou sabab ma3am thetou gheniyet mabtes2alch 3alaye li ghanetha kenza ????la2an mbayna ghada rah yaf2a3 2alba men lghir,Openness
@mariagilmour6 @reemxxo ehh la2an jessma mish helo?!,Neuroticism
Hayda fehmen el snapchat ghalatðŸ˜.,Conscientiousness 
ejit my boss liom aletle oss cha3re al ktir heke ... saraha nza3ajet :/,Neuroticism
@NadimKolfat @charbels41 l helo fie 3am ynakit 3al sukleen w houe chauffeur taxi,Openness
KarlSarkis lezim yet3alam l2e7tiram w le3eb bi rou7 riadye 3ayb 3anjad ktir ... Mesh heik byel3abo basket #ShameðŸ‘Ž @LBCISports @ghayathdibra #Shame,Neuroticism
Shu b7bk ya beirut 😍❤️🌲,Extraversion
@ahmadalayoubi07 Ma3 3elem enou sar 3andak 7ayetak tefha bas yala i love u too take care @#Beirut #Beirut,Extraversion
Dakhlik ente chou mahdoume😍 ,Extraversion
Bhebik ktir haifa @HaifaWehbe merci la2anik radayte 3laye bmout gike,Agreeableness
Hayda jamel lebnen ajmal nesaa elard ,Extraversion
@abdallah_7ala bonjour ya 3omri. Chu helo kel yom ou3a w leke ahla kalem men 7ala ma poupee,Agreeableness
@PerlaBouFrancis chou ya helwehhh,Extraversion
lah helo short hair ,Openness
@OumaiimaKamiil1 @reem19431 sorry hbb kenet ktir madghout el hamdellah now am fine,Agreeableness
@Marwakkari @tmclebanon merci Madame!! Chta2nelik ktir!! :),Extraversion
3anjad kobe ken najem el le3be allah yerhamo,Agreeableness
@JoannaKai1 maraaa sorryy :p 3anjad mich ased,Conscientiousness 
ayre ktir 2asarit fiye hal kahbriye,Neuroticism
W eerr shou helo hal matchh😍😍😍😍 ,Extraversion
@my orthodentist please ma ktir tnikile temme i wanna enjoy China box liom ,Openness
Bala manyake aam tujaane ktir baydte ,Neuroticism
@ayoubjanine ummm anaaaa walla lyom 3am zawim hatta wl ac mdawar hahahah seret mhamam 3 marrat lolll w now feyit ktir chob w ess,Neuroticism
@mlzzzzzz 3adz  3melo ba3d chi machrou3 baleyÃ© #groupe #de #putes #groupe #de #putes,Neuroticism
@samirsleem chou mfakarna milan ? Anw ana fe2id l amal hal sene CL so eh mafroud yta3mouna khara l layle,Neuroticism
shu hayawanet ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ ,Neuroticism
@AndrewBachir toz 3leik ðŸ˜œ,Neuroticism
@_Nikkiie_ w er :p,Neuroticism
@beainio Wlak yeslam timmak 3ala hal 7akki...ktir saar fi bala sharaf!!!!,Neuroticism
Ayre ktir z3elet eno hek alle,Neuroticism
Yaaa hahahahahahaha w er shu hayda ðŸ˜‚,Extraversion
Wtf chou khas erdogan bl mouzaharaðŸ˜³ ,Neuroticism
ismail ahmad kess e5to chou awe,Agreeableness
@MarcRashed4 weer hayda taba3 mbereh?,Neutral
@samirsleem hahahahahah broo kes ekhta scenario jehiz khaalis chou badak a7la men hek?,Openness
"“@monika_nakhle: Sorry? Bas fike tba3de 3anne?Sayim 3an l helo.."" @rhea_gabriel hahahhaahahahahahhaahhaahhahaa♥♥♥I love uuuu” hahaahahahhah",Agreeableness
Ana l helo fiyeh eno am bekoul sandwich w fiyo chi kilo toum w nezla end rfi2eh doghreh,Openness
Leh we3e hal2ad bakir w bas ykun 3ande sheghel bet3azab ktir,Neuroticism
"Al tkheyalo l banet ysiro ylatcho l chabeb 😅 "" ya helo chu hal wax  fina nehke 3al wats ? "" 😂😂",Openness
Shu helo ykun fi wahad bel admissions 3arabe ktir bedhak,Openness
Shakla ejet beirut w 3araset 😂,Extraversion
hahaha! Yaret bass el helem el 3arabe ba3ed ahyan teh2i2o men hal chi,Neuroticism
Mich 3am tozbat ma3i. . . . Eh w chou mna3melak?,Neuroticism
Migraine ana chou 3emletlik tab?,Neuroticism
Cousinte nezle mn ljnoub t tetzahar b beirut w3l2et hon w2al batal 3nda underwears Eltella i still have new boxers eza badik mesh lebison abel. I wont tag her 😂😂 #لبنان_ينتقض,Openness
@hasanmakki ma khas l history b hek :p ma tkun metl liverpool fans:p ,Neuroticism
"-chou bek ze3len? --""t5ena2na"" ana w sa7ebte w tarakna - Da5lak edeich 3omrak? --13 sene estez -tayeb Khaberne chou sar baynak w bein Dora.",Neutral
Ktir daroure eno l 3asfe tkoun ktir awiye w nfaris l 5amis,Openness
"Person: ""Khatik ktir helo mabyechbahik"" me: thx person: lek la2 azde over ne3im w ente ktir hyperactive . Euhh chou ekhdine fekra aan el hyperactive mafhemet? ðŸ˜‚ðŸ˜‚",Openness
Great hek ma me mnensah ktir iza sar fe harb. Innn ,Openness
HAHAHAHAHA waw bsir metl soha kikano ,Extraversion
aslan chou el helo bel hayet? gher el akel,Openness
nes yali 3m t2eli ntebhi 3m yeser2u ktir hal fatra bheb elkon enu eza hada akhad jezdeni ha yredeli yeh shafa2a 3layi w y3tini masari ma3o,Openness
@Karlsfeir bas ana akid hayda l keresh me7she 100$bills,Openness
Mesh r7 2et3allam ma ta2il akel abl ma nem Batenjen me7sheðŸ˜,Openness
“@jado_saleh: @fawzimehio Hahahaha Top 1 smalla 270 💃💃 btw byotla3le 😂😂😂 el top deiman 👌💃💃😘😘” hahaha eh smalla habbet 270😳,Extraversion
@eddy_hatem ahh non mna3mol tweet up 3a charafak :p,Extraversion
@AndrewBachir hahah bas wla :p,Extraversion
-Lily chou ha ta3emle men ba3ed ma tetkharaje ? -nem.,Neuroticism
3andibak chou bekrahak ðŸ¤—,Neuroticism
@batoola_ibrahim hahaha .. ma tfakrine nese el soboh chou hkite,Neutral
Shu helo eno tnem w tnem w tnem w tehlam enak neyem w tou3a w terja3 tnem w tnem w tnem ..🙊l mohem goodnight..,Openness
Eza metet mn l sa23a tzakaro ene bhebkon,Agreeableness
Friend : man chou sayir ma3ak nezil akel bel bouza wel sweets ? Me : mberi7 3emil se3ten sport 3am jarrib rawwe7on,Openness
according to oomf ana nes7an wejje sar ansa7 bas eza habb l hawa w ramani bsir b beirut,Openness
Msh 3m la7e2 jowa w barra ðŸ™„ðŸ˜‚ðŸ˜‚ðŸ˜‚,Neutral
fi rehet bakhour ktir awiye.. what are my neighbors summoning ,Openness
@dominicabuhanna hahaha min allak bade mout :p ma ykoun l akel msammam 😒 wlak sa77a w hana 3a2albak :*,Openness
Me: *jumps off the chair* Woah shou hayda? dabbour? Cousin: wlk lah. hayda sarsour. bi tir. mn 3ashiye. Me: *drives back to Beirut*,Conscientiousness 
@rawan_saade hahaha monsieur ma5ta w monsieur hari2 @Charbelmkrzl,Extraversion
#growingupwithjoebesidemeinclass Me: khalas khallina nru2 hay l seea Joe: shu ra2yik n7ottollo ebre aal kerse lal estez w yeje ye23ud aalayaaa ??? Me: yaa ktir innnn @JoeSawma2 #growingupwithjoebesidemeinclass,Openness
@samrajoanna @joseph_rehayem pff shou hayda ma tlo3na bi natije mou2ni3a :p,Conscientiousness 
-malla a7lam ya zalame -eh man sa2ile ktir - lah ya zake mbere7 shefet kaza 7elem b maneme khefet ktir.,Openness
@Myriam_Khalil exactly. Yemken shi soura mn asel 10 ele la ya3rfo ysawroune.,Neuroticism
3am chuf m3alem l shawarma b mar mikhael aktar ma 3am chuf baye,Extraversion
â€œ@Vince_Gebran: Halla2 ma3 kil event lÃ©zÃ©m yÃ©n3amal ma tÃ©nso t7otto sa2Ã©f #Anti #Swari5. Just for safety.â€ Loool #Anti #Swari5,Conscientiousness 
@lylymaalouf madame ma t2aderbo ktir bedna nkhaless bakir :p,Conscientiousness 
"@Yasmeen_Sidani: @LebaneseSchools: 3am fakir efta7 l shanta - a lebanese student's thoughts"" Hayda eza le2ayta lal shanta"" Hahahhhahahhah",Extraversion
kel ma elta2a bi chab helo 3a zaw2e bi koun chakle khara 3al ekher.. cest triste,Neuroticism
Khwasre 3am youja3oune mesh 3erfe eza men l dehek aw men l akel,Openness
Hahahhahaha albo melyen mennaaa ðŸ¤£ https://www.facebook.com/723616625/posts/10156414568561626/,Agreeableness
Her: Hayete elle shi helo abel ma nnem :$Him: 3asal Ya haram ma fe2 tene nhar,Extraversion
La kel lebneniyeh li 3am bi admo brevet w terminal 2014 . . hazkoun chou helo yaret 3a wa2teh heik ken fi suspence kenit hejet lsa2ta b2ideh,Openness
@HasanOsseili ana ba3dne bala akel lyom ðŸ˜¢ sheyef l dene akel :p,Openness
W yimkin chi nhar u3a mn l nom la2i hadi bel farchi ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚,Openness
@VaniaAoun wahahaha leikeh leich ma mna3mil cherkeh de3ayetttt lol 3andeh ktir afkar hahhaha betali3 ??? Xxl w buzz wala abyakh lol,Neuroticism
Ma fi ykoun jamelik hal2ad helo la anno bkhaf ma ye3la lsekareh ma3eh #latche beykha #latche,Agreeableness
@Andreah_22: @patrick_bassil hahha ana ktir cool bel 3akess haha 7asset ..... kente ra7 teje da3sine !,Neuroticism
Rawwahna kell l regim b akel l ahad #everytime #everytime,Openness
Sha3re ka2anno 7ada mkahrabne,Openness
#ConfessionNight ana w @melissaabdo ktir men ness aal tweeps. #ConfessionNight,Openness
@dimitrifiani @MalouElia ana hélwédimi hélo malou hélwé nour hélwé don shou ?:D ,Agreeableness
You know enno kel el saf sa2it lamma el estez ktir fe23a ma3o,Openness
@Marwan_BFD hahahah haram wloo!! ,Agreeableness
Ana live men l balcon ðŸ˜­ ,Neutral
B oulo alla khala2 l 3alam b 6 iyem w ana projet jem3a bede chahren la khalesob,Openness
Lech l 3alam ktir ferhane eno brad pitt w angelina jolie tjawazo ?? #ma_ykouno_emik_w_bayik_hbb ðŸ™Š #ma_ykouno_emik_w_bayik_hbb,Openness
ya allah enta w batnak hahahaha ,Extraversion
URGENT shab 3am yenzof bel m3ounet bi jbeil w bado A- daroure ... esmo Nader Matta w hayda ra2em bayo 71375399 el shab wahid  please help,Conscientiousness 
Teb ktir sa23aðŸ˜°ðŸ˜°,Neuroticism
Ehle ma b 5alloune nazzil l siyyara 3a beirut :(,Neuroticism
Tb walla sa23a,Neuroticism
@christybarakat ken fi ktir talej bs 3elyet el harara ktir so faraya msakra ARZ MSAKRA fi bs laklouk wel laklouk&lt;&lt;&lt;,Neuroticism
Ktir zaha2,Neuroticism
5tana2na men rihit l hari2,Neuroticism
@Douniakatibi eh ktir bahdaleeeeee,Neuroticism
L liste shwe ktir mesh zabta ,Neuroticism
@trissaabiissa ktir helo ltalej bs bye7la bo wjoudik set trissa yalla ltalej natrik ya saleimm cho 7elo ltalejj,Agreeableness
akh ya allah ghachaytine dehek hahahaha,Extraversion
@zakichreif jamelo el helo❤❤ yuburnee ,Agreeableness
Iniesta chou hal la3ibbb,Agreeableness
@NancyAjram #MBCTheVoice bet3a2di nancyyyyyyyy kel marra 3an marra #MBCTheVoice,Agreeableness
@ZoyaHarbi lhamdella ktir mneeh bas mbereh tabbashna shway :) mish bas ana okkkkkkk ? :((( ,Openness
@JessyBassil Lol so2al ktir tefeh😂,Neuroticism
@AndreaJadaa chou rah na3mel lal presentation boukra? hesse rah nos2ot bi ouwe,Neuroticism
@HusseinRimmani ktir ha itdeya2 iza fal.,Neuroticism
Hahahaha maybe its weird bas believe me iza loubye b la7me w rez L laban 7eda ktir tayeb,Openness
Sabah l helo sabah l maamoul sabah l festo2 halabe,Extraversion
ahle wala marra aloule bravo,Neuroticism
Mahboube ktir w 3adad fanz bel insta twitter t5ata tolab yale keno ma3ik bi 2a2al mn 3 weeks.chou ra2yik bi natije ? #DriveAt5 #LeaMakhoul #DriveAt5 #LeaMakhoul,Agreeableness
@GeorgeGMouhayar hein ? Lah adamet my projects 😊,Conscientiousness 
@firashaleemi heheh eh shaklk bthb el wa3ye bakir :p looool hope nharak ykun helo mwaaah 347450117181276160,Agreeableness
mawjou3a baadne so saabe edhar liom :/,Neuroticism
L liste shwe ktir mesh zabta ,Neuroticism
Bas ma telkush shakhes ma ktir testaghreb ino battalo yehkuk.,Conscientiousness 
Helo ktir ,Neutral 
Whyyy bhebb hl2d l akel whyy,Openness
Kteer 3am bedhak,Extraversion
Ok ktir 3melet mni7 pneumo im so happy,Conscientiousness 
Ktir 😂😂 bt fej2ine bi ur tweets kel marra 😂😂,Extraversion
el dollar sar bel 4000 chabeb allah y3inna la wen waslin.. allah ykoun ma3na kel lahza,Neuroticism
Chou bo2tet de7ek eza bykhsaro l brazil 3a ardon bi awal game,Extraversion
@FawazMay enu eh bs view ktir helo b madrestik;p,Openness
@FadiHaddadmedia @najwakaram estez plz eza lkabar mazbout w fi ejtime3 salmli 3laya ktir w bousa 3a jbina mn 3ndi badna sowar w akhbar 7lwe,Agreeableness
@KachmarAli @Janahakim el e7tiram ma khasso bi fare2 el sen. Fi nes akbar meneh b ktir w ma kharja e7terema,Conscientiousness 
3anjad chi byef2os enak tkoun daraset daraset y2ajlo el fahes.. rah kel chi di3an,Neuroticism
"Fi hada y2elle chou ela ta3me ossit l ""prom date""",Neuroticism
ma ken bedde tedhar hyye bhal episode kenit btestehal terba7 :(,Neuroticism
@AliKaraki91 helo helo 😍 allah yeb3at l kheir,Agreeableness
Hala2 5edlak 3a akel b hal 3id,Extraversion
Anjad kteer zaha2 men douno :/,Neuroticism
Shu aam tehke ya zalame hayda naser ilehe esmo😂👏 ,Agreeableness
@JoannaKai1 6 snin??? Rou7e 3mele 7akime  chou ela 3aze 7ayawenet ?,Neuroticism
@HoussamMazraani shft ness btt3ab kaza sene la tsir doc w hayda la ann sham ri7it awal sene medecine sar doc !!!,Neuroticism
mich edra enhaz men el takhet men el sa23a,Neuroticism
#kousaï Mabrouuuuuuuuuuuk ... Allah ya kousaï . Bravooooo .. #MbcTheVoice #kousa #MbcTheVoice,Agreeableness
kel ma fout 3a supermarket w y2arreb hada 3alaye bi de2 albe malyoun,Neuroticism
@najwakaram Natrinek 3a nar ya malike 🌹 Ktir met3atchine nesma3 gheniye menik 💖 Bheeeeeeeeebiiiiiiiiiiiikkkkkkkk Ya 3omreeeeeeeeeeeeee,Agreeableness
@najwakaram najwa allah ywaf2ik bil tour wbetmanna ykoun el single 2arib b7ebbik ktir ya malake bi kil chi bi sawtik akhle2ik wchakhsitik😘,Agreeableness
Nzelet Riyad solh today w ktir assbet no way elle aam besir no wayyyyyy ,Neuroticism
@midolebnen ana ktir b7eb hal8enyee,Openness
Hahahaha ma hek!!! Ktir kbir 😂😂 ,Neutral
I love it ktir mood daya3 kel season hahahaha,Openness
@elissakh. Eza badek walla bji mnn l b2a3 3al beirut l3ndk hala2 w bhtam fiki,Agreeableness
3ayzin dam o- la ekhte bi mestachfa maounet bi jbeiil please rt ad ma fikon,Conscientiousness 
@stephanie_saad Chou zanbe ana eza da2alle mouhame el fennene Ahlam??? ðŸ˜,Neuroticism
@mhamadallouch @Paulastih @Zeytoona 😘😘😘 aloushii 3yunak el helwen beshufu kel she helo 😉,Agreeableness
Lezim eshab loto lyom haze ktirr helo ,Extraversion
@Charbelonsky hahahah ma khasso alain :p ha gheniye,Extraversion
3ANJADDD😂😂,Extraversion
ma bede erja3 fout bi 3ale2a w en2aza aktar yemkin..,Neuroticism
Mrab7eenek jmeele 3al $2000 yalle baddek tedfa3eehon lal course,Neuroticism
Akalll brazillllll 7-1 !!!!!!! Al chou 7adro 7alkoun lal braziliye :p,Openness
@SallyDaoud 3m warjiki 3youni! Helo lawnon ;p,Agreeableness
@kiki_el_khazen ktir awiyeh,Agreeableness
Kif byaamlo fina hek el Drs wlo anjad rhamouna,Neuroticism
Madroub Hayda ! Shaklo nese Ino eja Min rahem lady ! ,Neuroticism
@JasonMardini yuhhh khalas chu bedak bhal chaghle aslan :p,Neuroticism
Ya ala ktir bhebon,Agreeableness
@DaisyOdicho @anthonyeid1 Hwe hwe helo kif ma kenn :p ma3 aw bala gyym 😊,Agreeableness
@Ihabinho_Ak shu hayda ya Zalame😂😂😂😂,Extraversion
fi rihet hari2 bel beit bas 3eref men wen jeye,Neuroticism
@LeaMakhoul a2al chi hayda mna3mlou... love u hbb #LeaMakhoul #LeaMakhoul,Agreeableness
@NourSaid_ hahaha ktir helo the name btw yimkin bas fi 3 in the world esmon Nye,Agreeableness
ma hada rah ye2dar yradine men hal a3al w el aher li ana fi,Neuroticism
my uncle is lowkey aawne w ktir aabele natfo ,Neuroticism
Ana ktir bhebkoun. ,Agreeableness
